secteur,Intervalle15Minutes,energie_sum_secteur,nb_installations
Residentiel,2023-01-01 08:30:00+00:00,2105075.5430000005,3823667
Residentiel,2023-01-01 08:45:00+00:00,2138219.311299999,3823979
Residentiel,2023-01-01 09:00:00+00:00,2168839.622400005,3823823
Residentiel,2023-01-01 09:15:00+00:00,2205598.4158000047,3824163
Residentiel,2023-01-01 09:30:00+00:00,2227965.549300001,3823373
Residentiel,2023-01-01 09:45:00+00:00,2254300.1685999976,3823281
Residentiel,2023-01-01 10:00:00+00:00,2274829.379200001,3823095
Residentiel,2023-01-01 10:15:00+00:00,2298727.6399000045,3823358
Residentiel,2023-01-01 10:30:00+00:00,2319246.473199996,3823221
Residentiel,2023-01-01 10:45:00+00:00,2336851.604200004,3824087
Residentiel,2023-01-01 11:00:00+00:00,2354071.8816000004,3822992
Residentiel,2023-01-01 11:15:00+00:00,2374955.651599997,3824109
Residentiel,2023-01-01 11:30:00+00:00,2391731.526000004,3823390
Residentiel,2023-01-01 11:45:00+00:00,2412272.759900005,3824188
Residentiel,2023-01-01 12:00:00+00:00,2425068.409600005,3822730
Residentiel,2023-01-01 12:15:00+00:00,2420027.583299997,3824157
Residentiel,2023-01-01 12:30:00+00:00,2418494.6682000062,3824580
Residentiel,2023-01-01 12:45:00+00:00,2410660.7549999976,3823313
Residentiel,2023-01-01 13:00:00+00:00,2399874.2432999983,3824469
Residentiel,2023-01-01 13:15:00+00:00,2390271.790299996,3824168
Residentiel,2023-01-01 13:30:00+00:00,2379235.5617000004,3824452
Residentiel,2023-01-01 13:45:00+00:00,2373535.1036000024,3824455
Residentiel,2023-01-01 14:00:00+00:00,2366755.6892999928,3824385
Residentiel,2023-01-01 14:15:00+00:00,2363781.851700007,3824251
Residentiel,2023-01-01 14:30:00+00:00,2362803.6879999987,3824169
Residentiel,2023-01-01 14:45:00+00:00,2365686.0711999987,3823543
Residentiel,2023-01-01 15:00:00+00:00,2376467.822699997,3823913
Residentiel,2023-01-01 15:15:00+00:00,2392825.380199995,3823866
Residentiel,2023-01-01 15:30:00+00:00,2418458.214499996,3823796
Residentiel,2023-01-01 15:45:00+00:00,2447027.745200004,3823570
Residentiel,2023-01-01 16:00:00+00:00,2482015.263100001,3823206
Residentiel,2023-01-01 16:15:00+00:00,2513729.0651000035,3823003
Residentiel,2023-01-01 16:30:00+00:00,2550932.581900003,3822844
Residentiel,2023-01-01 16:45:00+00:00,2576013.554700003,3822615
Residentiel,2023-01-01 17:00:00+00:00,2602865.1683000023,3822462
Residentiel,2023-01-01 17:15:00+00:00,2611740.437700005,3822323
Residentiel,2023-01-01 17:30:00+00:00,2599980.738100005,3821816
Residentiel,2023-01-01 17:45:00+00:00,2590596.8647,3821589
Residentiel,2023-01-01 18:00:00+00:00,2581030.9652999938,3821059
Residentiel,2023-01-01 18:15:00+00:00,2565664.461500004,3820454
Residentiel,2023-01-01 18:30:00+00:00,2546522.8395999963,3819867
Residentiel,2023-01-01 18:45:00+00:00,2525588.4735999973,3819218
Residentiel,2023-01-01 19:00:00+00:00,2513572.5200000014,3818589
Residentiel,2023-01-01 19:15:00+00:00,2495755.7389000016,3817296
Residentiel,2023-01-01 19:30:00+00:00,2474694.7502,3817448
Residentiel,2023-01-01 19:45:00+00:00,2447770.171400003,3814781
Residentiel,2023-01-01 20:00:00+00:00,2442595.887400001,3815804
Residentiel,2023-01-01 20:15:00+00:00,2434462.8600000045,3815227
Residentiel,2023-01-01 20:30:00+00:00,2417088.151599996,3813124
Residentiel,2023-01-01 20:45:00+00:00,2401695.6373000005,3812522
Residentiel,2023-01-01 21:00:00+00:00,2382588.042999998,3812129
Residentiel,2023-01-01 21:15:00+00:00,2366074.402099998,3811694
Residentiel,2023-01-01 21:30:00+00:00,2346108.1089999983,3812895
Residentiel,2023-01-01 21:45:00+00:00,2327470.6699000066,3812829
Residentiel,2023-01-01 22:00:00+00:00,2295562.0670000003,3812783
Residentiel,2023-01-01 22:15:00+00:00,2272258.749300005,3812797
Residentiel,2023-01-01 22:30:00+00:00,2253859.493499998,3812898
Residentiel,2023-01-01 22:45:00+00:00,2231892.5365999998,3813005
Residentiel,2023-01-01 23:00:00+00:00,2202563.2617999995,3813669
Residentiel,2023-01-01 23:15:00+00:00,2182591.811900003,3813583
Residentiel,2023-01-01 23:30:00+00:00,2155327.0724000013,3813511
Residentiel,2023-01-01 23:45:00+00:00,2133491.7246000003,3813486
Residentiel,2023-01-02 00:00:00+00:00,2120304.7183,3820968
Residentiel,2023-01-02 00:15:00+00:00,2104052.1684000017,3821023
Residentiel,2023-01-02 00:30:00+00:00,2090146.3200999985,3821067
Residentiel,2023-01-02 00:45:00+00:00,2076753.868499998,3821156
Residentiel,2023-01-02 01:00:00+00:00,2064050.4473000057,3821088
Residentiel,2023-01-02 01:15:00+00:00,2044588.3160000036,3804911
Residentiel,2023-01-02 01:30:00+00:00,2046191.722599997,3821119
Residentiel,2023-01-02 01:45:00+00:00,2038413.4013999992,3821140
Residentiel,2023-01-02 02:00:00+00:00,2033585.6165999991,3821088
Residentiel,2023-01-02 02:15:00+00:00,2031725.415900003,3821177
Residentiel,2023-01-02 02:30:00+00:00,2030254.3115000012,3821185
Residentiel,2023-01-02 02:45:00+00:00,2031272.5187,3821218
Residentiel,2023-01-02 03:00:00+00:00,2030107.8112000003,3821234
Residentiel,2023-01-02 03:15:00+00:00,2030641.3595000005,3821190
Residentiel,2023-01-02 03:30:00+00:00,2035930.793199999,3821304
Residentiel,2023-01-02 03:45:00+00:00,2044119.4432,3821287
Residentiel,2023-01-02 04:00:00+00:00,2050551.985200001,3821179
Residentiel,2023-01-02 04:15:00+00:00,2062339.4348999984,3821168
Residentiel,2023-01-02 04:30:00+00:00,2070874.0735999972,3821135
Residentiel,2023-01-02 04:45:00+00:00,2085325.5941000024,3820920
Residentiel,2023-01-02 05:00:00+00:00,2112700.2477999986,3820864
Residentiel,2023-01-02 05:15:00+00:00,2131206.010200004,3820930
Residentiel,2023-01-02 05:30:00+00:00,2152046.449499999,3820934
Residentiel,2023-01-02 05:45:00+00:00,2171078.4113,3820937
Residentiel,2023-01-02 06:00:00+00:00,2221666.7387000043,3820821
Residentiel,2023-01-02 06:15:00+00:00,2225961.5591000025,3820851
Residentiel,2023-01-02 06:30:00+00:00,2238012.860000001,3820840
Residentiel,2023-01-02 06:45:00+00:00,2247282.960300002,3820831
Residentiel,2023-01-02 07:00:00+00:00,2271822.371800002,3820790
Residentiel,2023-01-02 07:15:00+00:00,2290307.821800003,3820741
Residentiel,2023-01-02 07:30:00+00:00,2317459.047600004,3820585
Residentiel,2023-01-02 07:45:00+00:00,2342334.432600004,3818940
Residentiel,2023-01-02 08:00:00+00:00,2362023.866899999,3819226
Residentiel,2023-01-02 08:15:00+00:00,2393937.2682000007,3818991
Residentiel,2023-01-02 08:30:00+00:00,2419821.3243000046,3819014
Residentiel,2023-01-02 08:45:00+00:00,2446767.4609000003,3819360
Residentiel,2023-01-02 09:00:00+00:00,2472111.2725000004,3818942
Residentiel,2023-01-02 09:15:00+00:00,2504703.7141000084,3819255
Residentiel,2023-01-02 09:30:00+00:00,2521844.491800006,3819229
Residentiel,2023-01-02 09:45:00+00:00,2542156.309999998,3819188
Residentiel,2023-01-02 10:00:00+00:00,2557558.883099998,3820579
Residentiel,2023-01-02 10:15:00+00:00,2580329.618099997,3820590
Residentiel,2023-01-02 10:30:00+00:00,2589058.842100003,3820479
Residentiel,2023-01-02 10:45:00+00:00,2592538.2045000056,3820518
Residentiel,2023-01-02 11:00:00+00:00,2602076.2332000057,3820442
Residentiel,2023-01-02 11:15:00+00:00,2608299.0075999983,3820416
Residentiel,2023-01-02 11:30:00+00:00,2609643.160899992,3820336
Residentiel,2023-01-02 11:45:00+00:00,2607721.8647000007,3820236
Residentiel,2023-01-02 12:00:00+00:00,2608180.9764999994,3819174
Residentiel,2023-01-02 12:15:00+00:00,2600416.9625999983,3818910
Residentiel,2023-01-02 12:30:00+00:00,2587184.7240999998,3818840
Residentiel,2023-01-02 12:45:00+00:00,2570065.2418000046,3818800
Residentiel,2023-01-02 13:00:00+00:00,2554161.985599992,3818604
Residentiel,2023-01-02 13:15:00+00:00,2531002.2062000013,3818618
Residentiel,2023-01-02 13:30:00+00:00,2513552.726100004,3818558
Residentiel,2023-01-02 13:45:00+00:00,2500221.3321999973,3818439
Residentiel,2023-01-02 14:00:00+00:00,2491654.174799996,3818385
Residentiel,2023-01-02 14:15:00+00:00,2487990.4678000016,3818272
Residentiel,2023-01-02 14:30:00+00:00,2483608.6831999943,3818254
Residentiel,2023-01-02 14:45:00+00:00,2485130.8126000045,3819646
Residentiel,2023-01-02 15:00:00+00:00,2490748.482700003,3819357
Residentiel,2023-01-02 15:15:00+00:00,2508083.035399996,3819241
Residentiel,2023-01-02 15:30:00+00:00,2531581.066900007,3819144
Residentiel,2023-01-02 15:45:00+00:00,2553981.515000002,3818994
Residentiel,2023-01-02 16:00:00+00:00,2595902.599200002,3819075
Residentiel,2023-01-02 16:15:00+00:00,2642382.153200002,3818874
Residentiel,2023-01-02 16:30:00+00:00,2697946.080699996,3818806
Residentiel,2023-01-02 16:45:00+00:00,2735238.4786999985,3818676
Residentiel,2023-01-02 17:00:00+00:00,2766609.8260000045,3818459
Residentiel,2023-01-02 17:15:00+00:00,2782444.7253999906,3818500
Residentiel,2023-01-02 17:30:00+00:00,2786672.0143999965,3817722
Residentiel,2023-01-02 17:45:00+00:00,2774500.1293999976,3817808
Residentiel,2023-01-02 18:00:00+00:00,2758594.2765999944,3817752
Residentiel,2023-01-02 18:15:00+00:00,2738914.897300004,3818249
Residentiel,2023-01-02 18:30:00+00:00,2722703.874500002,3818206
Residentiel,2023-01-02 18:45:00+00:00,2696606.626000005,3818087
Residentiel,2023-01-02 19:00:00+00:00,2659940.558800004,3818020
Residentiel,2023-01-02 19:15:00+00:00,2644101.3889000025,3817943
Residentiel,2023-01-02 19:30:00+00:00,2618865.3455,3817959
Residentiel,2023-01-02 19:45:00+00:00,2585435.320299994,3817979
Residentiel,2023-01-02 20:00:00+00:00,2565631.5879,3818005
Residentiel,2023-01-02 20:15:00+00:00,2540473.0508,3818007
Residentiel,2023-01-02 20:30:00+00:00,2515078.239999995,3818015
Residentiel,2023-01-02 20:45:00+00:00,2488368.6799000003,3817831
Residentiel,2023-01-02 21:00:00+00:00,2458228.605400001,3817668
Residentiel,2023-01-02 21:15:00+00:00,2434003.0233000014,3817583
Residentiel,2023-01-02 21:30:00+00:00,2395670.177200001,3817578
Residentiel,2023-01-02 21:45:00+00:00,2374657.862100004,3817380
Residentiel,2023-01-02 22:00:00+00:00,2330436.0331999967,3816947
Residentiel,2023-01-02 22:15:00+00:00,2296102.9684000025,3816770
Residentiel,2023-01-02 22:30:00+00:00,2262208.6862999983,3816699
Residentiel,2023-01-02 22:45:00+00:00,2218429.2061999994,3816661
Residentiel,2023-01-02 23:00:00+00:00,2189576.866100001,3816567
Residentiel,2023-01-02 23:15:00+00:00,2147815.293199999,3816520
Residentiel,2023-01-02 23:30:00+00:00,2121079.9268000005,3816311
Residentiel,2023-01-02 23:45:00+00:00,2097952.9795999983,3816174
Residentiel,2023-01-03 00:00:00+00:00,2078856.0142,3825897
Residentiel,2023-01-03 00:15:00+00:00,2057035.7805999976,3825923
Residentiel,2023-01-03 00:30:00+00:00,2037015.2697999969,3825278
Residentiel,2023-01-03 00:45:00+00:00,2020856.9224,3825960
Residentiel,2023-01-03 01:00:00+00:00,2011621.019200001,3825888
Residentiel,2023-01-03 01:15:00+00:00,1992788.5496,3808683
Residentiel,2023-01-03 01:30:00+00:00,1991032.8059000012,3825967
Residentiel,2023-01-03 01:45:00+00:00,1978672.3101000004,3826035
Residentiel,2023-01-03 02:00:00+00:00,1975010.1048999988,3826002
Residentiel,2023-01-03 02:15:00+00:00,1971977.0450000009,3826034
Residentiel,2023-01-03 02:30:00+00:00,1972674.4266000013,3826129
Residentiel,2023-01-03 02:45:00+00:00,1968183.704500004,3826209
Residentiel,2023-01-03 03:00:00+00:00,1970215.8971,3826443
Residentiel,2023-01-03 03:15:00+00:00,1974168.144200001,3826522
Residentiel,2023-01-03 03:30:00+00:00,1978128.785300002,3826499
Residentiel,2023-01-03 03:45:00+00:00,1988864.3632000007,3826483
Residentiel,2023-01-03 04:00:00+00:00,1996932.155099994,3826363
Residentiel,2023-01-03 04:15:00+00:00,2010805.7555999996,3826350
Residentiel,2023-01-03 04:30:00+00:00,2022581.2388000016,3826274
Residentiel,2023-01-03 04:45:00+00:00,2041350.2653999971,3825197
Residentiel,2023-01-03 05:00:00+00:00,2076340.9272999964,3826139
Residentiel,2023-01-03 05:15:00+00:00,2090071.984499996,3826181
Residentiel,2023-01-03 05:30:00+00:00,2115004.180100001,3826167
Residentiel,2023-01-03 05:45:00+00:00,2155873.927800002,3826248
Residentiel,2023-01-03 06:00:00+00:00,2198241.699300001,3826182
Residentiel,2023-01-03 06:15:00+00:00,2216641.039699999,3826229
Residentiel,2023-01-03 06:30:00+00:00,2240122.8352999976,3826201
Residentiel,2023-01-03 06:45:00+00:00,2252256.349299998,3826185
Residentiel,2023-01-03 07:00:00+00:00,2285148.022299994,3826115
Residentiel,2023-01-03 07:15:00+00:00,2307712.200800006,3826164
Residentiel,2023-01-03 07:30:00+00:00,2325365.1268999977,3826201
Residentiel,2023-01-03 07:45:00+00:00,2354894.3182999967,3825539
Residentiel,2023-01-03 08:00:00+00:00,2372429.3797000027,3822407
Residentiel,2023-01-03 08:15:00+00:00,2404149.1431000056,3823752
Residentiel,2023-01-03 08:30:00+00:00,2421284.6525999964,3824711
Residentiel,2023-01-03 08:45:00+00:00,2438121.0936000003,3825040
Residentiel,2023-01-03 09:00:00+00:00,2443028.475700006,3824586
Residentiel,2023-01-03 09:15:00+00:00,2453126.9501000023,3825613
Residentiel,2023-01-03 09:30:00+00:00,2459794.799700003,3824281
Residentiel,2023-01-03 09:45:00+00:00,2461770.788300006,3824496
Residentiel,2023-01-03 10:00:00+00:00,2472128.980999998,3825322
Residentiel,2023-01-03 10:15:00+00:00,2490147.7030000007,3825314
Residentiel,2023-01-03 10:30:00+00:00,2487196.3136999947,3825215
Residentiel,2023-01-03 10:45:00+00:00,2488558.8997,3824122
Residentiel,2023-01-03 11:00:00+00:00,2495383.6623,3823395
Residentiel,2023-01-03 11:15:00+00:00,2500500.273599997,3824068
Residentiel,2023-01-03 11:30:00+00:00,2499001.008399998,3824004
Residentiel,2023-01-03 11:45:00+00:00,2499118.863900004,3824959
Residentiel,2023-01-03 12:00:00+00:00,2501394.5565,3823786
Residentiel,2023-01-03 12:15:00+00:00,2494512.946300007,3823787
Residentiel,2023-01-03 12:30:00+00:00,2469249.1916000005,3824206
Residentiel,2023-01-03 12:45:00+00:00,2443860.579499997,3820359
Residentiel,2023-01-03 13:00:00+00:00,2422214.949800002,3820703
Residentiel,2023-01-03 13:15:00+00:00,2390566.0045,3822891
Residentiel,2023-01-03 13:30:00+00:00,2357876.3633999983,3823746
Residentiel,2023-01-03 13:45:00+00:00,2330449.7167,3823928
Residentiel,2023-01-03 14:00:00+00:00,2302893.7726,3823850
Residentiel,2023-01-03 14:15:00+00:00,2300758.0814,3823278
Residentiel,2023-01-03 14:30:00+00:00,2306481.4462999995,3823462
Residentiel,2023-01-03 14:45:00+00:00,2312200.3855000013,3823340
Residentiel,2023-01-03 15:00:00+00:00,2325750.4800999984,3823191
Residentiel,2023-01-03 15:15:00+00:00,2351762.0844999994,3823903
Residentiel,2023-01-03 15:30:00+00:00,2386344.1755000013,3823796
Residentiel,2023-01-03 15:45:00+00:00,2436325.996700002,3823733
Residentiel,2023-01-03 16:00:00+00:00,2500602.4601999973,3823541
Residentiel,2023-01-03 16:15:00+00:00,2552021.8869000017,3823274
Residentiel,2023-01-03 16:30:00+00:00,2618796.2351999884,3823091
Residentiel,2023-01-03 16:45:00+00:00,2673239.0427999943,3822966
Residentiel,2023-01-03 17:00:00+00:00,2739274.075299997,3822430
Residentiel,2023-01-03 17:15:00+00:00,2762692.5452999976,3821955
Residentiel,2023-01-03 17:30:00+00:00,2764629.8946999973,3822542
Residentiel,2023-01-03 17:45:00+00:00,2756610.8614000003,3822369
Residentiel,2023-01-03 18:00:00+00:00,2744660.4228999983,3822160
Residentiel,2023-01-03 18:15:00+00:00,2735927.6587000065,3822198
Residentiel,2023-01-03 18:30:00+00:00,2715873.3041000045,3822222
Residentiel,2023-01-03 18:45:00+00:00,2685593.2068,3822204
Residentiel,2023-01-03 19:00:00+00:00,2673886.2931999955,3822222
Residentiel,2023-01-03 19:15:00+00:00,2664813.1924000075,3822261
Residentiel,2023-01-03 19:30:00+00:00,2648001.510600004,3822506
Residentiel,2023-01-03 19:45:00+00:00,2622688.384299998,3822625
Residentiel,2023-01-03 20:00:00+00:00,2586413.557500001,3822464
Residentiel,2023-01-03 20:15:00+00:00,2579343.552899999,3822439
Residentiel,2023-01-03 20:30:00+00:00,2540705.7845999976,3822581
Residentiel,2023-01-03 20:45:00+00:00,2516481.8411000003,3822522
Residentiel,2023-01-03 21:00:00+00:00,2482898.686500004,3821917
Residentiel,2023-01-03 21:15:00+00:00,2463074.900700001,3822526
Residentiel,2023-01-03 21:30:00+00:00,2424401.300099997,3822582
Residentiel,2023-01-03 21:45:00+00:00,2399727.008999995,3822517
Residentiel,2023-01-03 22:00:00+00:00,2352945.331599999,3822424
Residentiel,2023-01-03 22:15:00+00:00,2314431.185000004,3822324
Residentiel,2023-01-03 22:30:00+00:00,2278360.750500008,3822267
Residentiel,2023-01-03 22:45:00+00:00,2242039.6388999973,3822284
Residentiel,2023-01-03 23:00:00+00:00,2193835.0787000014,3822251
Residentiel,2023-01-03 23:15:00+00:00,2164017.3649999998,3822205
Residentiel,2023-01-03 23:30:00+00:00,2136481.4647,3822113
Residentiel,2023-01-03 23:45:00+00:00,2106137.1012000004,3821992
Residentiel,2023-01-04 00:00:00+00:00,2090850.4370000025,3826665
Residentiel,2023-01-04 00:15:00+00:00,2072472.3345999976,3826735
Residentiel,2023-01-04 00:30:00+00:00,2055529.0514000005,3826799
Residentiel,2023-01-04 00:45:00+00:00,2038810.1083999972,3826822
Residentiel,2023-01-04 01:00:00+00:00,2026234.207099999,3826721
Residentiel,2023-01-04 01:15:00+00:00,2009005.882699994,3810104
Residentiel,2023-01-04 01:30:00+00:00,2007836.0808000008,3826612
Residentiel,2023-01-04 01:45:00+00:00,2001789.5703000012,3826810
Residentiel,2023-01-04 02:00:00+00:00,1997995.543899998,3826829
Residentiel,2023-01-04 02:15:00+00:00,1992000.714800001,3826872
Residentiel,2023-01-04 02:30:00+00:00,1989068.5186999985,3826687
Residentiel,2023-01-04 02:45:00+00:00,1993842.9193000025,3826953
Residentiel,2023-01-04 03:00:00+00:00,2002103.373600001,3826926
Residentiel,2023-01-04 03:15:00+00:00,2001638.3879999972,3826926
Residentiel,2023-01-04 03:30:00+00:00,2010075.673500002,3826954
Residentiel,2023-01-04 03:45:00+00:00,2013343.669099999,3826752
Residentiel,2023-01-04 04:00:00+00:00,2027574.429199996,3826698
Residentiel,2023-01-04 04:15:00+00:00,2041194.1090999988,3826684
Residentiel,2023-01-04 04:30:00+00:00,2058850.927400003,3826564
Residentiel,2023-01-04 04:45:00+00:00,2074218.8798000044,3826479
Residentiel,2023-01-04 05:00:00+00:00,2111436.4442000035,3826334
Residentiel,2023-01-04 05:15:00+00:00,2133774.793699998,3826359
Residentiel,2023-01-04 05:30:00+00:00,2164280.5333000007,3826287
Residentiel,2023-01-04 05:45:00+00:00,2189267.4800000032,3826199
Residentiel,2023-01-04 06:00:00+00:00,2251734.081700002,3826092
Residentiel,2023-01-04 06:15:00+00:00,2277086.4837000016,3826055
Residentiel,2023-01-04 06:30:00+00:00,2294202.506600002,3825957
Residentiel,2023-01-04 06:45:00+00:00,2317161.0644,3825822
Residentiel,2023-01-04 07:00:00+00:00,2367087.6324000037,3825733
Residentiel,2023-01-04 07:15:00+00:00,2390657.088500001,3825529
Residentiel,2023-01-04 07:30:00+00:00,2413205.8572000023,3825559
Residentiel,2023-01-04 07:45:00+00:00,2427887.934600002,3825512
Residentiel,2023-01-04 08:00:00+00:00,2453261.113599997,3825316
Residentiel,2023-01-04 08:15:00+00:00,2445501.771600002,3825162
Residentiel,2023-01-04 08:30:00+00:00,2440050.211199998,3824823
Residentiel,2023-01-04 08:45:00+00:00,2448251.017999997,3821319
Residentiel,2023-01-04 09:00:00+00:00,2449306.679100001,3822613
Residentiel,2023-01-04 09:15:00+00:00,2443773.431499995,3822127
Residentiel,2023-01-04 09:30:00+00:00,2438399.105100002,3821843
Residentiel,2023-01-04 09:45:00+00:00,2427659.317900002,3822498
Residentiel,2023-01-04 10:00:00+00:00,2428927.373300001,3822499
Residentiel,2023-01-04 10:15:00+00:00,2425397.280999993,3822103
Residentiel,2023-01-04 10:30:00+00:00,2426927.9493000014,3822024
Residentiel,2023-01-04 10:45:00+00:00,2428925.133200001,3823810
Residentiel,2023-01-04 11:00:00+00:00,2422463.410900001,3823477
Residentiel,2023-01-04 11:15:00+00:00,2444551.9222999997,3823621
Residentiel,2023-01-04 11:30:00+00:00,2428203.025800001,3823057
Residentiel,2023-01-04 11:45:00+00:00,2415591.0465,3823515
Residentiel,2023-01-04 12:00:00+00:00,2412833.955599998,3823364
Residentiel,2023-01-04 12:15:00+00:00,2406100.4918000004,3823651
Residentiel,2023-01-04 12:30:00+00:00,2387382.648600001,3823573
Residentiel,2023-01-04 12:45:00+00:00,2364667.056100002,3823234
Residentiel,2023-01-04 13:00:00+00:00,2364883.4201999954,3823250
Residentiel,2023-01-04 13:15:00+00:00,2355181.3578999992,3823132
Residentiel,2023-01-04 13:30:00+00:00,2342613.046999998,3823126
Residentiel,2023-01-04 13:45:00+00:00,2333677.5912000006,3822760
Residentiel,2023-01-04 14:00:00+00:00,2331106.8083999986,3822605
Residentiel,2023-01-04 14:15:00+00:00,2334767.051599996,3822799
Residentiel,2023-01-04 14:30:00+00:00,2335313.467499999,3822145
Residentiel,2023-01-04 14:45:00+00:00,2350361.326800004,3821348
Residentiel,2023-01-04 15:00:00+00:00,2374456.542499996,3822142
Residentiel,2023-01-04 15:15:00+00:00,2406714.2857000004,3822294
Residentiel,2023-01-04 15:30:00+00:00,2450325.1944999984,3822395
Residentiel,2023-01-04 15:45:00+00:00,2491217.9677999937,3820841
Residentiel,2023-01-04 16:00:00+00:00,2557397.374200001,3822933
Residentiel,2023-01-04 16:15:00+00:00,2608070.045800004,3822856
Residentiel,2023-01-04 16:30:00+00:00,2680410.543000002,3822657
Residentiel,2023-01-04 16:45:00+00:00,2744418.4785000044,3822106
Residentiel,2023-01-04 17:00:00+00:00,2812139.8677999964,3822194
Residentiel,2023-01-04 17:15:00+00:00,2835371.034399997,3822155
Residentiel,2023-01-04 17:30:00+00:00,2856263.333699996,3821959
Residentiel,2023-01-04 17:45:00+00:00,2853637.5694000046,3821833
Residentiel,2023-01-04 18:00:00+00:00,2868132.884699995,3821715
Residentiel,2023-01-04 18:15:00+00:00,2840352.9292999995,3821624
Residentiel,2023-01-04 18:30:00+00:00,2842348.3009,3821673
Residentiel,2023-01-04 18:45:00+00:00,2827391.423699992,3821589
Residentiel,2023-01-04 19:00:00+00:00,2820440.0412000027,3819563
Residentiel,2023-01-04 19:15:00+00:00,2812818.9024000014,3820017
Residentiel,2023-01-04 19:30:00+00:00,2805493.6244999985,3820099
Residentiel,2023-01-04 19:45:00+00:00,2796265.3461999954,3820100
Residentiel,2023-01-04 20:00:00+00:00,2783148.732699998,3819952
Residentiel,2023-01-04 20:15:00+00:00,2759192.3716999977,3819767
Residentiel,2023-01-04 20:30:00+00:00,2756073.9788999977,3818688
Residentiel,2023-01-04 20:45:00+00:00,2745506.549200002,3816967
Residentiel,2023-01-04 21:00:00+00:00,2728337.8653999995,3816652
Residentiel,2023-01-04 21:15:00+00:00,2704390.562300013,3817439
Residentiel,2023-01-04 21:30:00+00:00,2681052.4977999995,3818361
Residentiel,2023-01-04 21:45:00+00:00,2668803.4377999967,3812409
Residentiel,2023-01-04 22:00:00+00:00,2638852.9777,3812073
Residentiel,2023-01-04 22:15:00+00:00,2600832.732899996,3813811
Residentiel,2023-01-04 22:30:00+00:00,2571981.336300002,3815435
Residentiel,2023-01-04 22:45:00+00:00,2548335.830399999,3816630
Residentiel,2023-01-04 23:00:00+00:00,2523786.581000001,3814882
Residentiel,2023-01-04 23:15:00+00:00,2490042.6237999965,3813947
Residentiel,2023-01-04 23:30:00+00:00,2480023.8981999974,3812894
Residentiel,2023-01-04 23:45:00+00:00,2476435.269400004,3811422
Residentiel,2023-01-05 00:00:00+00:00,2470331.713899999,3813364
Residentiel,2023-01-05 00:15:00+00:00,2468453.061399998,3814222
Residentiel,2023-01-05 00:30:00+00:00,2447583.534200001,3807698
Residentiel,2023-01-05 00:45:00+00:00,2436472.212899997,3811031
Residentiel,2023-01-05 01:00:00+00:00,2442997.305899993,3808083
Residentiel,2023-01-05 01:15:00+00:00,2433611.255300002,3795147
Residentiel,2023-01-05 01:30:00+00:00,2441356.4033000013,3810052
Residentiel,2023-01-05 01:45:00+00:00,2431556.800899999,3805630
Residentiel,2023-01-05 02:00:00+00:00,2438498.1838,3810750
